time_sec,tick,event_type,detail
11.00,0,AUTO_MODE,ENABLED
11.00,0,CLEAN_START,pos=(1.78,-0.78) totalWP=22
11.00,0,BEHAVIOUR_CHANGE,INIT->CLEAN gps=(1.78,-0.78) batt=99%
14.00,63,STUCK_ESCAPE,wp=0 moved=0.000m pos=(1.78,-0.78) dir=1
16.00,87,BACKUP_DONE,wp=0 pos=(1.82,-0.80)
17.00,123,WP_SKIPPED,wp=0 pos=(1.89,-0.83) dist=3.88m timeout=6s totalSkipped=1
24.00,256,AUTO_MODE,DISABLED
25.00,256,WP_SKIPPED,wp=1 pos=(1.88,-1.16) dist=0.69m timeout=6s totalSkipped=2
25.00,256,AUTO_MODE,ENABLED
26.00,283,WP_REACHED,wp=2 pos=(1.92,-1.30) err=0.212m
26.00,287,AUTO_MODE,DISABLED
29.00,287,AUTO_MODE,ENABLED
30.00,299,LANE_SKIP_OBSTACLE,lane=1 wp=3->4 pos=(1.59,-1.96)
30.00,299,BEHAVIOUR_CHANGE,CLEAN->AVOID gps=(1.59,-1.96) batt=96%
30.00,300,LANE_SKIP_OBSTACLE,lane=2 wp=4->6 pos=(1.59,-1.96)
30.00,301,LANE_SKIP_OBSTACLE,lane=3 wp=6->8 pos=(1.59,-1.96)
30.00,302,LANE_SKIP_OBSTACLE,lane=4 wp=8->10 pos=(1.59,-1.96)
30.00,303,LANE_SKIP_OBSTACLE,lane=5 wp=10->12 pos=(1.59,-1.96)
30.00,304,LANE_SKIP_OBSTACLE,lane=6 wp=12->14 pos=(1.59,-1.96)
30.00,305,LANE_SKIP_OBSTACLE,lane=7 wp=14->16 pos=(1.59,-1.96)
30.00,306,LANE_SKIP_OBSTACLE,lane=8 wp=16->18 pos=(1.59,-1.96)
30.00,307,LANE_SKIP_OBSTACLE,lane=9 wp=18->20 pos=(1.59,-1.96)
30.00,311,AUTO_MODE,DISABLED
31.00,311,AUTO_MODE,ENABLED
42.00,552,AUTO_MODE,DISABLED
43.00,553,AUTO_MODE,ENABLED
45.00,587,AUTO_MODE,DISABLED
46.00,587,AUTO_MODE,ENABLED
46.00,600,AUTO_MODE,DISABLED
48.00,600,AUTO_MODE,ENABLED
49.00,633,AUTO_MODE,DISABLED
53.00,633,AUTO_MODE,ENABLED
53.00,633,BEHAVIOUR_CHANGE,AVOID->CLEAN gps=(0.27,-1.99) batt=93%
54.00,647,AUTO_MODE,DISABLED
55.00,647,AUTO_MODE,ENABLED
56.00,674,AUTO_MODE,DISABLED
57.00,674,AUTO_MODE,ENABLED
59.00,706,WP_SKIPPED,wp=20 pos=(-0.31,-1.18) dist=3.22m timeout=6s totalSkipped=12
65.00,829,WP_SKIPPED,wp=21 pos=(0.06,-0.56) dist=2.84m timeout=6s totalSkipped=13
65.00,830,CLEAN_PASS_DONE,pass=1 lanes=9 totalLanes=9 dist=16.14m pos=(0.06,-0.56)
65.00,831,CLEAN_START,pos=(0.06,-0.56) totalWP=22
68.00,892,AUTO_MODE,DISABLED
74.00,892,AUTO_MODE,ENABLED
74.00,892,WP_SKIPPED,wp=0 pos=(-1.74,-0.53) dist=1.32m timeout=6s totalSkipped=14
78.00,953,AUTO_MODE,DISABLED
80.00,953,WP_SKIPPED,wp=1 pos=(-1.47,-1.03) dist=3.42m timeout=6s totalSkipped=15
80.00,954,AUTO_MODE,ENABLED
81.00,982,AUTO_MODE,DISABLED
83.00,982,AUTO_MODE,ENABLED
84.00,1002,AUTO_MODE,DISABLED
92.00,1002,WP_SKIPPED,wp=2 pos=(1.41,-1.57) dist=0.45m timeout=6s totalSkipped=16
