time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
668.9,-0.40,1.89,44.2,-53.01,-45.00,25.6,CLEAN
677.8,-0.02,2.19,43.4,-53.19,-44.75,25.6,AVOID
687.6,0.63,1.83,42.6,-55.13,-46.60,25.6,CLEAN
696.8,0.64,1.87,41.8,-53.85,-45.41,25.6,CLEAN
706.3,1.75,2.07,41.1,-55.14,-44.92,25.6,AVOID
715.6,0.46,1.25,40.3,-58.01,-46.89,28.4,CLEAN
725.6,-0.90,-0.46,39.4,-61.95,-49.97,32.5,CLEAN
735.1,-0.99,-0.92,38.7,-61.82,-48.71,33.2,CLEAN
744.3,-1.02,-0.92,37.9,-60.69,-47.23,33.2,CLEAN
753.6,-1.02,-0.92,37.1,-58.73,-46.99,33.2,CLEAN
762.1,-0.89,-0.79,36.4,-60.73,-46.53,33.6,CLEAN
772.4,-1.01,-0.85,35.6,-58.95,-46.18,33.6,CLEAN
782.0,-1.06,-0.96,34.8,-57.63,-46.04,33.9,CLEAN
791.7,-1.07,-0.95,33.9,-56.28,-44.71,33.9,CLEAN
801.4,-1.06,-0.95,33.2,-55.05,-43.35,33.9,CLEAN
811.1,-1.05,-0.95,32.3,-53.67,-42.13,33.9,CLEAN
820.7,-1.08,-0.96,31.5,-53.80,-41.78,33.9,CLEAN
829.8,-1.09,-0.97,30.7,-52.07,-41.19,33.9,CLEAN
838.8,-1.13,-0.99,30.0,-51.28,-39.62,33.9,TRACK
848.8,-1.15,-1.12,29.2,-50.71,-38.27,35.6,TRACK
858.1,-1.29,-1.00,28.4,-50.32,-37.54,35.6,TRACK
867.2,-1.24,-0.84,27.7,-49.72,-35.79,35.6,TRACK
876.1,-1.04,-0.66,26.9,-48.98,-35.12,36.0,TRACK
885.4,-0.66,-0.66,26.2,-47.53,-33.64,36.7,TRACK
899.7,-0.57,-0.73,24.9,-46.84,-33.33,36.7,TRACK
907.4,-0.68,0.03,24.3,-46.66,-32.14,37.0,TRACK
915.4,-0.58,-0.48,23.7,-45.08,-31.08,38.1,TRACK
922.8,-0.49,-0.11,23.0,-43.60,-30.02,38.4,TRACK
930.6,-0.03,-0.88,22.3,-42.83,-29.64,40.1,TRACK
938.6,-0.05,-0.51,21.7,-41.90,-29.00,41.9,TRACK
946.0,-0.03,-0.98,21.1,-40.63,-27.04,41.9,TRACK
953.3,0.35,-0.66,20.5,-39.60,-26.48,42.6,TRACK
961.2,0.10,-0.85,19.8,-39.26,-24.53,42.6,TRACK
969.3,0.15,-0.21,19.2,-38.56,-24.08,43.3,TRACK
977.1,1.09,-0.21,18.5,-37.46,-24.52,44.3,TRACK
980.7,1.58,-0.48,18.2,-35.48,-22.81,45.7,TRACK
981.0,1.58,-0.48,18.2,-35.48,-22.81,45.7,TRACK
981.2,1.62,-0.51,18.2,-35.25,-22.60,45.7,TRACK
981.5,1.62,-0.51,18.2,-35.25,-22.60,45.7,TRACK
