time_sec,distance_m,battery_pct,behaviour
354.0,90.566,52.8,CLEAN
357.0,91.444,52.4,CLEAN
359.0,92.602,52.1,CLEAN
361.0,93.970,51.9,CLEAN
364.0,95.154,51.5,CLEAN
366.0,96.170,51.2,CLEAN
369.0,97.082,50.8,CLEAN
371.0,98.389,50.5,CLEAN
374.0,99.723,50.1,CLEAN
377.0,100.440,49.7,CLEAN
379.0,101.253,49.5,CLEAN
382.0,102.079,49.1,CLEAN
385.0,103.215,48.7,CLEAN
387.0,104.231,48.4,CLEAN
390.0,105.004,48.0,CLEAN
392.0,105.691,47.7,CLEAN
412.0,110.534,45.1,CLEAN
415.0,111.482,44.7,CLEAN
417.0,112.121,44.4,CLEAN
420.0,112.835,44.0,CLEAN
423.0,113.675,43.6,CLEAN
425.0,114.304,43.3,CLEAN
428.0,115.642,42.9,CLEAN
430.0,116.687,42.7,CLEAN
433.0,117.367,42.3,CLEAN
435.0,118.125,42.0,CLEAN
438.0,118.930,41.6,CLEAN
441.0,119.579,41.2,CLEAN
443.0,120.459,40.9,CLEAN
446.0,121.460,40.5,CLEAN
448.0,122.326,40.3,CLEAN
450.0,123.322,40.0,CLEAN
453.0,124.586,39.6,WANDER
456.0,125.539,39.2,WANDER
458.0,126.275,38.9,WANDER
461.0,126.854,38.5,WANDER
463.0,127.661,38.3,WANDER
465.0,128.211,38.0,WANDER
475.0,129.475,36.7,WANDER
477.0,130.426,36.4,WANDER
480.0,131.682,36.0,WANDER
483.0,132.920,35.6,WANDER
486.0,134.200,35.2,WANDER
496.0,135.674,33.9,WANDER
499.0,136.940,33.6,WANDER
501.0,138.115,33.2,WANDER
503.0,139.042,32.9,WANDER
506.0,139.726,32.5,AVOID
509.0,140.227,32.1,AVOID
511.0,140.615,31.9,AVOID
519.0,142.321,30.8,WANDER
522.0,143.393,30.4,WANDER
525.0,144.026,30.0,WANDER
528.0,144.557,29.6,WANDER
530.0,145.361,29.3,AVOID
533.0,146.263,28.9,WANDER
536.0,147.035,28.5,AVOID
538.0,147.926,28.3,AVOID
541.0,148.658,27.9,AVOID
544.0,149.578,27.5,WANDER
547.0,150.137,27.1,AVOID
550.0,151.304,26.7,WANDER
552.0,152.120,26.4,AVOID
554.0,152.797,26.1,AVOID
557.0,153.725,25.7,WANDER
560.0,154.311,25.3,WANDER
562.0,154.932,25.1,WANDER
565.0,155.578,24.7,WANDER
568.0,156.509,24.3,AVOID
570.0,157.030,24.0,AVOID
572.0,157.859,23.7,AVOID
575.0,158.613,23.3,AVOID
581.0,160.347,22.5,WANDER
584.0,161.006,22.1,WANDER
587.0,161.787,21.7,WANDER
590.0,162.491,21.3,AVOID
592.0,163.392,21.1,AVOID
595.0,164.313,20.7,AVOID
598.0,165.079,20.3,WANDER
600.0,165.956,20.0,TRACK
603.0,167.466,19.6,TRACK
606.0,168.631,19.2,TRACK
608.0,169.760,18.9,TRACK
612.0,170.951,18.4,TRACK
614.0,172.083,18.1,TRACK
620.0,174.273,17.3,TRACK
648.0,177.646,13.6,TRACK
650.0,178.549,13.3,TRACK
653.0,179.322,12.9,TRACK
655.0,180.085,12.7,TRACK
