time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
728.6,-0.24,-0.22,39.3,-41.00,-35.35,23.2,CLEAN
737.0,-0.39,0.10,38.5,-39.63,-35.70,23.2,CLEAN
746.1,-0.20,-0.06,37.8,-42.78,-36.88,23.2,CLEAN
754.2,-0.36,-0.08,37.1,-43.62,-38.21,23.5,CLEAN
762.2,-1.46,0.32,36.4,-47.50,-40.43,24.2,CLEAN
771.4,-1.21,0.08,35.7,-50.26,-43.00,25.3,CLEAN
778.9,-1.41,0.25,35.1,-51.52,-43.34,25.3,CLEAN
787.0,-1.32,0.15,34.4,-55.04,-48.60,25.3,CLEAN
794.4,-1.50,0.09,33.8,-54.77,-50.52,25.6,CLEAN
803.9,-1.57,0.09,33.0,-57.19,-49.80,26.0,CLEAN
812.4,-0.32,0.05,32.2,-61.30,-53.39,26.0,CLEAN
821.5,-0.32,0.07,31.5,-62.69,-54.26,26.0,CLEAN
829.6,-0.21,0.30,30.8,-65.04,-55.58,26.6,CLEAN
838.6,-0.27,0.23,30.1,-65.99,-56.75,26.6,CLEAN
847.5,-0.59,0.24,29.3,-65.25,-56.18,26.6,TRACK
855.7,-0.31,-0.08,28.7,-64.21,-55.01,26.6,TRACK
863.8,-0.36,-0.68,28.0,-63.24,-54.69,27.7,TRACK
872.5,-0.56,-0.66,27.2,-62.14,-53.17,28.0,TRACK
881.1,-0.57,-0.34,26.5,-61.56,-51.48,28.0,TRACK
889.9,-0.44,-0.28,25.8,-60.35,-50.80,28.0,TRACK
898.0,-0.43,-0.61,25.2,-59.36,-49.11,28.0,TRACK
906.7,-0.78,-0.49,24.4,-57.79,-47.25,28.0,TRACK
913.3,0.04,-0.46,23.8,-57.89,-45.74,28.4,TRACK
920.8,1.17,-0.97,23.2,-55.92,-43.94,29.8,TRACK
931.2,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
931.5,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
931.8,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
932.0,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
932.3,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
932.6,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
932.8,1.50,-0.97,22.3,-54.80,-42.49,30.1,TRACK
933.1,1.50,-0.97,22.2,-54.80,-42.49,30.1,TRACK
933.4,1.50,-0.97,22.2,-54.80,-42.49,30.1,TRACK
933.7,1.50,-0.97,22.2,-54.80,-42.49,30.1,TRACK
934.0,1.50,-0.97,22.1,-54.80,-42.49,30.1,TRACK
934.2,1.50,-0.97,22.1,-54.80,-42.49,30.1,TRACK
934.5,1.50,-0.97,22.1,-54.80,-42.49,30.1,TRACK
934.8,1.50,-0.97,22.1,-54.80,-42.49,30.1,TRACK
