time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
704.0,0.21,-1.31,41.3,-66.60,-60.03,19.4,CLEAN
712.7,-0.17,-0.23,40.6,-67.70,-62.68,19.7,CLEAN
721.0,-0.04,-0.27,39.9,-69.23,-64.27,20.1,CLEAN
729.0,0.07,-0.34,39.3,-70.43,-65.07,20.1,CLEAN
736.9,0.07,-0.32,38.6,-70.01,-65.60,20.1,CLEAN
745.0,0.07,-0.39,37.9,-70.83,-67.20,20.4,CLEAN
753.4,0.12,-0.62,37.2,-70.61,-66.57,20.4,CLEAN
761.3,0.24,-0.51,36.5,-71.89,-68.15,20.4,CLEAN
769.8,0.09,-0.41,35.8,-72.95,-68.61,20.4,CLEAN
777.9,0.09,-0.44,35.2,-72.96,-67.64,20.4,CLEAN
786.6,0.12,-0.34,34.4,-73.93,-67.28,20.4,CLEAN
795.8,0.21,-0.39,33.7,-75.97,-70.43,20.4,CLEAN
805.0,0.21,-0.34,32.9,-76.19,-70.97,20.4,CLEAN
813.5,0.21,-0.41,32.2,-77.24,-72.61,20.4,CLEAN
821.7,0.05,-0.28,31.5,-78.48,-73.64,20.4,CLEAN
830.1,0.10,-0.31,30.8,-79.21,-72.84,20.4,CLEAN
838.6,0.37,-0.40,30.1,-78.73,-74.42,20.8,CLEAN
847.8,0.43,-0.28,29.3,-78.82,-73.10,21.8,TRACK
856.5,0.19,-0.15,28.6,-78.11,-72.76,21.8,TRACK
865.1,0.20,-0.42,27.9,-76.32,-71.71,22.1,TRACK
873.1,0.55,-0.35,27.2,-76.22,-71.23,22.5,TRACK
881.9,0.33,-0.19,26.5,-74.73,-70.41,22.5,TRACK
890.5,0.35,-0.48,25.8,-73.99,-69.81,22.8,TRACK
898.9,0.62,-0.65,25.1,-72.53,-68.45,23.2,TRACK
907.0,0.66,-0.94,24.4,-71.74,-67.38,23.2,TRACK
914.9,1.19,-0.65,23.7,-68.96,-65.85,23.5,TRACK
918.5,1.40,-0.82,23.4,-68.82,-64.59,23.9,TRACK
918.8,1.40,-0.82,23.4,-68.82,-64.59,23.9,TRACK
919.1,1.46,-0.81,23.4,-68.62,-64.30,23.9,TRACK
919.4,1.46,-0.81,23.3,-68.62,-64.30,23.9,TRACK
