time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,distance_m,behaviour,sonar_0,sonar_1,sonar_2,cam_score,clean_phase,wp_index
446.0,1.32,-1.37,40.5,26.5600,41.1900,121.460,CLEAN,0.800,1.000,1.000,0.291,NAVIGATING,7
448.0,0.61,-1.24,40.3,26.2600,40.6300,122.326,CLEAN,1.000,1.000,1.000,0.399,NAVIGATING,8
450.0,0.17,-1.08,40.0,26.8100,42.2100,123.322,CLEAN,1.000,1.000,1.000,0.358,NAVIGATING,8
453.0,-0.31,-0.92,39.6,28.7900,44.1800,124.586,WANDER,1.000,1.000,1.000,0.441,WAITING_GPS,0
456.0,-0.90,-0.73,39.2,28.8800,44.2700,125.539,WANDER,0.700,0.700,1.000,0.366,WAITING_GPS,0
458.0,-1.67,-0.48,38.9,27.7300,43.1200,126.275,WANDER,0.600,0.500,0.400,0.335,WAITING_GPS,0
461.0,-1.92,-0.24,38.5,28.0600,42.6500,126.854,WANDER,0.400,0.700,0.500,0.397,WAITING_GPS,0
463.0,-1.70,0.28,38.3,28.1000,43.1100,127.661,WANDER,1.000,1.000,1.000,0.325,WAITING_GPS,0
465.0,-1.41,0.42,38.0,27.2400,42.2500,128.211,WANDER,0.800,0.800,0.800,0.250,WAITING_GPS,0
475.0,0.10,-0.25,36.7,25.5800,40.1200,129.475,WANDER,1.000,1.000,1.000,0.376,WAITING_GPS,0
477.0,-0.28,-0.01,36.4,25.8100,40.2300,130.426,WANDER,1.000,1.000,1.000,0.350,WAITING_GPS,0
480.0,-0.69,0.27,36.0,27.8200,42.1400,131.682,WANDER,1.000,0.700,0.700,0.297,WAITING_GPS,0
483.0,-0.88,0.31,35.6,29.8900,43.9300,132.920,WANDER,0.600,1.000,1.000,0.250,WAITING_GPS,0
486.0,-0.88,0.31,35.2,32.0400,45.7700,134.200,WANDER,0.600,1.000,1.000,0.250,WAITING_GPS,0
496.0,-0.46,0.21,33.9,34.6300,46.7800,135.674,WANDER,1.000,1.000,1.000,0.416,WAITING_GPS,0
499.0,0.06,0.32,33.6,35.8200,47.8000,136.940,WANDER,1.000,1.000,1.000,0.418,WAITING_GPS,0
501.0,0.46,0.36,33.2,36.2300,48.2200,138.115,WANDER,1.000,0.900,0.800,0.364,WAITING_GPS,0
503.0,1.19,0.45,32.9,36.3500,48.3400,139.042,WANDER,0.300,0.300,0.300,0.411,WAITING_GPS,0
506.0,1.27,0.47,32.5,36.4200,48.6800,139.726,AVOID,1.000,0.200,0.100,0.276,WAITING_GPS,0
509.0,1.35,0.47,32.1,36.8800,48.9100,140.227,AVOID,0.100,0.100,0.200,0.377,WAITING_GPS,0
511.0,1.24,0.46,31.9,36.5700,48.4800,140.615,AVOID,0.200,0.200,0.300,0.310,WAITING_GPS,0
519.0,0.97,0.39,30.8,35.8400,49.9600,142.321,WANDER,1.000,1.000,1.000,0.428,WAITING_GPS,0
522.0,0.52,0.26,30.4,37.0800,51.1900,143.393,WANDER,0.800,0.700,1.000,0.481,WAITING_GPS,0
525.0,-0.45,-0.01,30.0,36.0900,50.2000,144.026,WANDER,1.000,1.000,1.000,0.483,WAITING_GPS,0
528.0,-1.40,-0.28,29.6,35.2600,49.3700,144.557,WANDER,0.700,0.700,0.700,0.421,WAITING_GPS,0
530.0,-2.15,-0.49,29.3,34.3900,48.0900,145.361,AVOID,0.400,0.100,0.100,0.000,WAITING_GPS,0
533.0,-2.03,-0.45,28.9,34.0700,49.6800,146.263,WANDER,0.200,0.400,0.800,0.356,WAITING_GPS,0
536.0,-1.74,0.36,28.5,32.8900,48.4500,147.035,AVOID,1.000,1.000,0.100,0.073,WAITING_GPS,0
538.0,-1.95,0.35,28.3,33.8500,49.4200,147.926,AVOID,1.000,0.100,0.100,0.390,WAITING_GPS,0
541.0,-1.85,0.39,27.9,33.6900,50.1000,148.658,AVOID,1.000,0.100,0.100,0.349,WAITING_GPS,0
544.0,-1.91,0.49,27.5,34.4000,51.7600,149.578,WANDER,1.000,1.000,0.200,0.393,WAITING_GPS,0
547.0,-1.70,0.34,27.1,33.3000,51.2000,150.137,AVOID,0.700,1.000,0.100,0.234,WAITING_GPS,0
550.0,-1.52,0.31,26.7,32.4700,50.3200,151.304,WANDER,1.000,1.000,1.000,0.294,WAITING_GPS,0
552.0,-1.58,0.70,26.4,30.9100,49.4200,152.120,AVOID,1.000,1.000,0.100,0.317,WAITING_GPS,0
554.0,-1.78,0.58,26.1,30.1900,48.5900,152.797,AVOID,1.000,0.800,0.100,0.370,WAITING_GPS,0
557.0,-1.74,0.30,25.7,30.3100,47.7500,153.725,WANDER,0.700,1.000,1.000,0.400,WAITING_GPS,0
560.0,-1.19,-0.50,25.3,29.3800,46.8500,154.311,WANDER,0.900,0.800,1.000,0.389,WAITING_GPS,0
562.0,-0.71,-1.17,25.1,28.4100,45.8800,154.932,WANDER,1.000,1.000,1.000,0.250,WAITING_GPS,0
565.0,-0.01,-2.14,24.7,27.4000,44.8700,155.578,WANDER,1.000,0.400,0.200,0.188,WAITING_GPS,0
568.0,0.16,-2.01,24.3,27.0400,46.0100,156.509,AVOID,0.200,0.200,0.200,0.346,WAITING_GPS,0
570.0,0.14,-1.99,24.0,26.7800,46.8600,157.030,AVOID,0.100,0.100,0.200,0.388,WAITING_GPS,0
572.0,0.03,-2.15,23.7,26.4100,48.4600,157.859,AVOID,1.000,1.000,0.100,0.339,WAITING_GPS,0
575.0,0.30,-2.02,23.3,26.2000,49.7200,158.613,AVOID,0.200,0.200,0.200,0.338,WAITING_GPS,0
581.0,1.36,-1.88,22.5,24.6500,48.4400,160.347,WANDER,0.300,0.300,0.500,0.407,WAITING_GPS,0
584.0,0.49,-1.97,22.1,23.6200,47.4100,161.006,WANDER,0.200,0.300,0.400,0.419,WAITING_GPS,0
587.0,-0.63,-1.81,21.7,22.6500,46.0200,161.787,WANDER,0.400,0.700,1.000,0.337,WAITING_GPS,0
590.0,-1.53,-1.56,21.3,22.0600,44.9300,162.491,AVOID,0.200,0.100,0.100,0.000,WAITING_GPS,0
592.0,-1.51,-1.57,21.1,21.8600,46.7200,163.392,AVOID,0.100,0.100,0.200,0.437,WAITING_GPS,0
595.0,-1.39,-1.75,20.7,21.4300,46.6200,164.313,AVOID,0.200,0.200,0.400,0.301,WAITING_GPS,0
598.0,-1.27,-0.85,20.3,20.4600,45.2900,165.079,WANDER,1.000,1.000,1.000,0.461,WAITING_GPS,0
600.0,-1.06,0.07,20.0,18.9900,44.0600,165.956,TRACK,0.500,1.000,0.200,0.329,WAITING_GPS,0
603.0,-1.05,0.12,19.6,16.6300,46.4200,167.466,TRACK,1.000,1.000,1.000,0.401,WAITING_GPS,0
606.0,-1.03,0.11,19.2,14.8500,47.3800,168.631,TRACK,1.000,1.000,1.000,0.285,WAITING_GPS,0
608.0,-1.03,0.12,18.9,14.7400,47.4800,169.760,TRACK,0.500,1.000,0.200,0.332,WAITING_GPS,0
612.0,-1.13,0.31,18.4,15.1500,47.8700,170.951,TRACK,1.000,1.000,0.200,0.357,WAITING_GPS,0
614.0,-1.13,0.27,18.1,14.2400,49.1500,172.083,TRACK,1.000,1.000,1.000,0.337,WAITING_GPS,0
620.0,-0.82,-1.01,17.3,14.4800,52.2200,174.273,TRACK,1.000,1.000,0.900,0.299,WAITING_GPS,0
648.0,0.69,-0.50,13.6,12.6100,48.2500,177.646,TRACK,0.800,1.000,1.000,0.383,WAITING_GPS,0
650.0,0.98,-0.54,13.3,12.6400,49.5000,178.549,TRACK,0.500,0.700,1.000,0.357,WAITING_GPS,0
653.0,1.25,-0.64,12.9,13.7000,50.7300,179.322,TRACK,0.500,0.600,0.900,0.467,WAITING_GPS,0
655.0,1.47,-0.69,12.7,14.9000,51.9000,180.085,TRACK,0.500,0.700,0.700,0.691,WAITING_GPS,0
