time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
696.2,-1.84,0.63,41.8,154.71,139.69,52.4,AVOID
702.6,-1.88,1.24,41.3,157.69,141.45,52.4,CLEAN
709.3,-1.31,1.30,40.7,161.34,143.38,52.6,CLEAN
716.3,-1.40,0.94,40.1,162.73,145.83,53.7,CLEAN
723.1,-1.09,0.39,39.5,164.51,149.57,53.7,CLEAN
730.1,-0.71,0.97,38.9,166.26,153.48,54.6,CLEAN
737.6,-1.23,0.54,38.3,169.76,154.79,55.1,CLEAN
744.8,-0.67,0.69,37.7,171.95,158.82,55.4,CLEAN
751.0,-0.19,0.87,37.2,174.06,160.16,56.2,CLEAN
757.0,0.52,0.74,36.7,176.73,163.36,56.8,CLEAN
763.4,1.32,0.80,36.2,179.93,166.53,57.6,CLEAN
770.3,1.78,0.94,35.6,181.00,169.14,58.4,CLEAN
777.4,1.06,1.05,35.0,183.40,171.72,59.3,CLEAN
784.1,0.10,1.27,34.4,186.90,175.95,60.7,CLEAN
790.6,-0.86,1.20,33.9,190.55,179.62,62.0,CLEAN
796.6,-1.65,1.16,33.3,194.00,182.92,62.3,CLEAN
802.6,-1.97,1.53,32.9,197.08,184.11,62.3,AVOID
809.9,-1.71,1.52,32.2,199.16,185.64,63.2,CLEAN
816.8,-1.13,1.51,31.7,201.12,188.19,63.7,CLEAN
823.0,-0.55,1.51,31.2,203.37,190.22,64.8,CLEAN
829.6,-0.03,1.36,30.7,204.93,192.24,65.7,CLEAN
836.5,0.67,1.50,30.1,208.07,194.84,67.0,CLEAN
844.0,1.23,0.53,29.4,212.64,198.81,67.6,TRACK
851.0,1.56,-0.25,28.8,216.06,202.23,67.9,TRACK
