time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
529.4,-0.60,0.15,55.4,57.99,48.68,37.4,CLEAN
541.5,-0.44,0.48,54.4,59.01,50.43,38.0,CLEAN
553.5,-0.17,0.64,53.3,61.15,51.13,38.5,CLEAN
564.2,0.28,0.67,52.5,62.99,52.66,39.1,CLEAN
580.2,0.71,0.46,51.2,64.32,54.46,39.6,CLEAN
590.2,1.06,0.33,50.3,65.62,56.28,39.9,CLEAN
605.4,1.50,0.39,49.1,67.41,58.42,39.9,CLEAN
615.4,1.89,0.61,48.3,68.57,60.32,40.4,CLEAN
631.4,1.79,0.94,46.9,69.45,62.86,40.7,CLEAN
641.3,1.45,1.08,46.1,70.56,64.61,40.7,CLEAN
651.1,1.05,1.04,45.2,72.05,66.41,41.3,CLEAN
664.2,0.63,0.94,44.2,73.79,68.08,42.1,CLEAN
677.1,0.20,0.88,43.1,75.84,70.04,42.7,CLEAN
687.8,-0.36,0.85,42.2,77.83,71.96,43.5,CLEAN
699.7,-0.80,0.85,41.2,79.58,73.70,44.0,CLEAN
712.0,-1.18,0.85,40.2,81.11,75.22,44.6,CLEAN
720.4,-1.58,0.85,39.5,82.71,76.82,45.2,CLEAN
731.2,-1.84,0.95,38.6,84.61,77.27,45.4,AVOID
744.9,-1.83,1.32,37.4,86.63,78.27,45.7,CLEAN
756.3,-1.53,1.49,36.5,88.61,79.17,46.3,CLEAN
768.1,-1.24,1.32,35.5,90.61,80.01,46.8,CLEAN
781.4,-1.21,1.10,34.4,91.28,80.85,47.1,CLEAN
791.8,-0.97,1.01,33.5,91.91,82.64,47.4,CLEAN
805.6,-0.44,1.06,32.3,93.94,84.85,48.2,CLEAN
819.9,0.13,1.12,31.2,96.12,86.97,48.8,CLEAN
832.8,0.57,1.15,30.1,98.03,88.82,49.9,CLEAN
842.8,0.90,1.03,29.3,99.90,89.89,49.9,TRACK
856.3,1.26,0.61,28.2,102.12,91.83,50.7,TRACK
869.1,1.47,0.26,27.1,103.85,93.40,51.0,TRACK
881.6,1.59,-0.02,26.0,105.19,94.64,51.0,TRACK
891.2,1.68,-0.26,25.2,106.15,95.55,51.0,TRACK
903.2,1.73,-0.43,24.3,106.95,96.28,51.0,TRACK
