time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,distance_m,behaviour,sonar_0,sonar_1,sonar_2,cam_score,clean_phase,wp_index
328.0,1.18,-0.10,56.3,-8.3900,-7.9900,91.521,AVOID,0.200,0.100,0.200,0.356,NAVIGATING,20
330.0,1.19,-0.13,56.0,-8.6200,-7.7600,92.009,AVOID,0.700,0.200,0.100,0.419,NAVIGATING,20
333.0,1.20,-0.17,55.6,-8.4500,-7.5300,92.639,AVOID,0.200,0.200,0.200,0.390,NAVIGATING,20
336.0,1.18,-0.14,55.2,-8.3000,-7.8400,93.303,AVOID,0.700,0.200,0.200,0.416,NAVIGATING,20
338.0,1.15,-0.15,54.9,-8.3900,-7.7300,93.916,AVOID,0.700,0.200,0.200,0.362,NAVIGATING,20
341.0,1.21,-0.17,54.5,-8.0500,-7.4200,94.540,AVOID,0.200,0.100,0.200,0.398,NAVIGATING,20
344.0,1.22,-0.18,54.3,-8.2000,-7.6100,94.960,AVOID,0.200,0.100,0.400,0.352,NAVIGATING,20
349.0,1.57,-0.36,53.5,-9.7700,-9.4900,96.773,CLEAN,0.300,0.600,0.500,0.790,NAVIGATING,21
353.0,1.97,-0.33,52.9,-10.4100,-9.9400,97.608,AVOID,0.100,0.100,0.300,0.292,NAVIGATING,21
357.0,1.89,-0.35,52.4,-10.4000,-10.5400,98.426,CLEAN,0.200,0.300,0.300,0.345,NAVIGATING,0
360.0,1.87,-0.37,52.0,-11.0500,-10.1800,99.092,AVOID,0.100,0.100,0.200,0.356,NAVIGATING,20
367.0,1.87,-0.35,51.1,-9.5700,-11.6200,100.528,CLEAN,0.400,1.000,1.000,0.419,NAVIGATING,20
370.0,1.95,-0.28,50.7,-9.9900,-11.7100,101.603,AVOID,0.200,0.200,0.200,0.464,NAVIGATING,20
374.0,2.06,-0.32,50.1,-9.8100,-11.5300,102.532,AVOID,0.100,0.100,0.100,0.451,NAVIGATING,20
377.0,2.17,-0.40,49.7,-10.7900,-11.6400,103.372,AVOID,0.100,1.000,1.000,0.000,NAVIGATING,21
379.0,2.05,-0.40,49.5,-10.8100,-12.4500,103.863,AVOID,0.200,0.100,0.100,0.434,NAVIGATING,21
387.0,1.03,-1.18,48.4,-12.4200,-14.3000,105.428,CLEAN,1.000,1.000,1.000,0.391,NAVIGATING,0
391.0,0.44,-1.36,47.9,-10.4700,-12.5300,107.214,CLEAN,0.800,0.900,1.000,0.344,NAVIGATING,1
393.0,0.33,-1.39,47.6,-11.4700,-11.4700,107.874,CLEAN,1.000,0.900,0.800,0.366,NAVIGATING,1
406.0,-0.71,-0.28,45.9,-12.8200,-15.4700,110.476,CLEAN,1.000,1.000,0.600,0.381,NAVIGATING,2
413.0,-0.51,0.44,44.9,-12.3700,-16.9300,111.490,AVOID,0.100,0.200,0.300,0.436,NAVIGATING,20
416.0,-0.57,0.48,44.5,-12.2600,-16.7900,112.173,AVOID,0.800,0.100,0.300,0.420,NAVIGATING,20
419.0,-0.54,0.42,44.1,-12.4200,-17.1200,112.761,AVOID,0.100,0.400,0.300,0.463,NAVIGATING,20
423.0,-0.55,0.37,43.6,-11.9600,-17.7000,113.623,CLEAN,0.400,0.300,1.000,0.415,NAVIGATING,21
425.0,-0.63,0.27,43.3,-13.0000,-17.8600,114.315,AVOID,0.100,0.100,0.500,0.443,NAVIGATING,21
428.0,-0.65,0.24,42.9,-13.0500,-18.2700,114.948,AVOID,0.100,0.500,0.500,0.402,NAVIGATING,21
434.0,-0.36,0.70,42.1,-14.0000,-17.8000,116.452,CLEAN,1.000,0.700,0.700,0.391,NAVIGATING,20
437.0,-0.28,0.72,41.7,-14.8400,-17.4500,117.176,AVOID,0.400,0.200,0.200,0.354,NAVIGATING,20
441.0,-0.36,1.02,41.2,-14.9700,-17.6700,118.573,AVOID,0.200,0.100,0.500,0.315,NAVIGATING,20
446.0,-0.41,1.36,40.7,-16.5700,-19.3400,119.751,CLEAN,1.000,0.300,0.400,0.458,NAVIGATING,21
449.0,-0.48,1.43,40.1,-16.2600,-21.1300,120.751,AVOID,1.000,0.100,0.900,0.357,NAVIGATING,21
453.0,-0.49,1.43,39.6,-16.6300,-21.8600,121.722,AVOID,0.100,0.200,0.900,0.401,NAVIGATING,21
456.0,-0.47,1.41,39.2,-16.9500,-21.9100,122.384,AVOID,1.000,0.100,0.200,0.358,WAITING_GPS,0
459.0,-0.34,1.41,38.8,-17.2900,-22.6200,122.982,AVOID,0.400,0.100,0.300,0.376,WAITING_GPS,0
462.0,-0.31,1.44,38.4,-16.1600,-22.6900,123.865,WANDER,1.000,0.900,0.700,0.364,WAITING_GPS,0
466.0,-0.44,2.01,37.9,-13.8300,-21.2100,125.372,WANDER,0.700,0.300,0.200,0.081,WAITING_GPS,0
469.0,-0.52,2.11,37.5,-13.2500,-22.0500,126.160,AVOID,0.100,0.100,0.100,0.000,WAITING_GPS,0
471.0,-0.58,2.10,37.2,-13.4100,-22.3900,126.853,AVOID,1.000,0.100,0.200,0.234,WAITING_GPS,0
475.0,-0.50,2.16,36.7,-13.1400,-23.0600,127.832,AVOID,0.100,0.100,0.200,0.373,WAITING_GPS,0
477.0,-0.65,2.10,36.4,-14.0300,-23.4600,128.531,AVOID,0.100,0.100,0.200,0.311,WAITING_GPS,0
480.0,-0.57,2.13,36.0,-13.5100,-23.4800,129.229,AVOID,0.100,0.100,0.200,0.262,WAITING_GPS,0
484.0,-0.69,2.09,35.5,-14.2600,-23.8000,130.027,AVOID,0.100,0.100,0.200,0.295,WAITING_GPS,0
491.0,-0.80,1.95,34.5,-12.3000,-25.2200,131.695,AVOID,0.500,0.100,0.100,0.519,WAITING_GPS,0
495.0,-0.93,2.01,34.0,-10.8200,-24.9000,132.736,WANDER,0.800,0.500,1.000,0.370,WAITING_GPS,0
497.0,-1.30,2.07,33.7,-9.3000,-23.3700,133.712,WANDER,0.300,0.900,0.800,0.555,WAITING_GPS,0
500.0,-1.74,2.13,33.3,-7.5200,-21.5900,134.851,WANDER,0.600,0.400,0.400,0.443,WAITING_GPS,0
503.0,-2.10,2.17,32.9,-7.4200,-22.3500,135.510,AVOID,0.200,0.100,0.100,0.000,WAITING_GPS,0
506.0,-2.01,2.09,32.5,-7.0900,-24.0000,136.271,AVOID,0.200,0.200,0.100,0.000,WAITING_GPS,0
509.0,-1.97,2.10,32.1,-6.5000,-24.4600,137.006,AVOID,0.100,0.100,0.200,0.341,WAITING_GPS,0
511.0,-2.03,2.10,31.9,-6.9300,-24.4900,137.604,AVOID,0.100,0.100,0.200,0.063,WAITING_GPS,0
515.0,-2.09,2.09,31.3,-6.8300,-24.3300,138.479,AVOID,0.100,0.100,0.200,0.358,WAITING_GPS,0
518.0,-1.90,2.17,30.9,-6.2600,-25.2900,139.518,AVOID,0.100,0.100,0.200,0.358,WAITING_GPS,0
524.0,-0.95,1.89,30.1,-6.8300,-27.3600,141.301,WANDER,0.400,0.700,1.000,0.336,WAITING_GPS,0
528.0,-0.48,1.73,29.6,-4.4500,-24.9800,142.823,WANDER,0.500,0.400,0.400,0.420,WAITING_GPS,0
530.0,-0.15,1.63,29.3,-3.3500,-24.5400,143.733,AVOID,0.100,0.100,0.100,0.415,WAITING_GPS,0
533.0,-0.20,1.68,28.9,-3.7500,-24.4700,144.188,AVOID,0.200,0.200,0.200,0.402,WAITING_GPS,0
536.0,-0.14,1.64,28.5,-3.3100,-24.4100,144.958,AVOID,0.100,0.100,0.100,0.366,WAITING_GPS,0
540.0,-0.11,1.59,28.0,-4.2000,-25.4800,145.999,AVOID,0.100,0.100,0.100,0.468,WAITING_GPS,0
543.0,-0.01,1.38,27.6,-4.5700,-25.8700,147.176,AVOID,0.100,1.000,0.700,0.373,WAITING_GPS,0
548.0,0.19,1.31,26.9,-4.8500,-26.5700,148.243,WANDER,0.900,1.000,1.000,0.378,WAITING_GPS,0
551.0,0.29,1.31,26.5,-3.4900,-26.0700,149.216,WANDER,1.000,1.000,1.000,0.374,WAITING_GPS,0
553.0,0.30,1.22,26.3,-3.9400,-26.3900,149.880,AVOID,1.000,0.100,0.100,0.365,WAITING_GPS,0
556.0,0.25,1.15,25.9,-4.0900,-26.7500,150.441,AVOID,0.200,0.200,0.200,0.417,WAITING_GPS,0
563.0,0.22,1.12,24.9,-1.4800,-27.8800,152.283,WANDER,1.000,1.000,1.000,0.318,WAITING_GPS,0
565.0,-0.07,0.85,24.7,0.4000,-26.6700,153.295,WANDER,1.000,1.000,0.600,0.457,WAITING_GPS,0
568.0,-0.45,0.75,24.3,0.2800,-25.5400,154.288,AVOID,0.300,0.300,0.100,0.400,WAITING_GPS,0
572.0,-0.28,0.52,23.7,2.0700,-25.3800,155.624,WANDER,0.400,0.400,0.200,0.403,WAITING_GPS,0
578.0,-0.37,0.62,22.9,2.9500,-26.4300,157.045,WANDER,0.700,0.600,0.900,0.322,WAITING_GPS,0
590.0,-1.39,-1.78,21.3,0.3100,-30.5500,161.258,WANDER,0.400,0.300,0.300,0.384,WAITING_GPS,0
593.0,-1.51,-2.02,20.9,0.8300,-31.1400,162.231,AVOID,0.200,0.100,0.100,0.000,WAITING_GPS,0
596.0,-1.45,-2.03,20.7,1.0100,-31.8800,162.804,AVOID,0.100,0.100,0.200,0.381,WAITING_GPS,0
598.0,-1.52,-1.97,20.3,1.4000,-31.7900,163.533,AVOID,0.100,0.100,0.100,0.396,WAITING_GPS,0
602.0,-1.32,-2.01,19.7,3.2900,-31.7500,164.896,TRACK,1.000,1.000,1.000,0.359,WAITING_GPS,0
605.0,-0.77,-1.79,19.3,5.2500,-29.7800,166.156,TRACK,1.000,1.000,1.000,0.388,WAITING_GPS,0
607.0,-0.41,-1.65,19.1,7.1500,-27.8300,167.388,TRACK,1.000,1.000,1.000,0.370,WAITING_GPS,0
610.0,0.05,-1.47,18.7,9.1100,-25.8800,168.639,TRACK,1.000,1.000,1.000,0.372,WAITING_GPS,0
613.0,0.49,-1.29,18.3,10.6300,-24.3500,169.615,TRACK,1.000,1.000,1.000,0.333,WAITING_GPS,0
615.0,0.86,-1.15,18.0,12.5400,-22.4400,170.837,TRACK,0.800,1.000,1.000,0.407,WAITING_GPS,0
618.0,1.24,-0.99,17.6,13.9900,-21.0900,171.750,TRACK,0.800,0.800,1.000,0.555,WAITING_GPS,0
620.0,1.41,-0.95,17.3,14.9000,-20.4100,172.267,TRACK,0.800,1.000,0.800,0.878,WAITING_GPS,0
