time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
277.3,1.71,0.12,76.5,57.22,66.13,21.9,CLEAN
284.2,1.83,-0.05,76.0,56.33,66.26,22.7,CLEAN
290.6,1.58,-0.36,75.4,58.85,67.62,22.7,CLEAN
298.0,1.26,-0.17,74.8,59.55,68.25,23.0,CLEAN
304.3,1.61,-0.15,74.3,60.56,70.13,23.0,CLEAN
311.1,1.78,0.18,73.8,61.33,71.69,23.3,CLEAN
317.8,1.08,0.20,73.2,62.38,74.20,23.8,CLEAN
324.8,1.03,0.62,72.6,63.67,75.25,25.2,CLEAN
332.0,0.82,0.78,72.0,64.19,76.29,25.8,CLEAN
338.7,0.17,0.38,71.4,65.26,77.79,27.1,CLEAN
345.4,-0.31,0.33,70.8,67.03,79.75,28.8,CLEAN
352.3,-0.43,0.32,70.3,67.31,79.95,29.1,CLEAN
358.3,-0.70,0.75,69.8,68.74,82.64,29.9,CLEAN
365.2,-1.05,0.74,69.3,69.51,84.00,31.0,CLEAN
371.8,-1.21,0.21,68.7,71.61,86.37,31.3,CLEAN
378.6,-1.80,0.33,68.1,72.87,87.35,31.6,CLEAN
385.3,-1.75,0.33,67.5,73.51,86.96,31.6,CLEAN
392.8,-1.73,0.40,66.9,73.68,86.95,31.9,CLEAN
399.7,-1.28,0.04,66.3,74.34,87.29,32.1,CLEAN
406.9,-0.99,0.75,65.8,76.63,88.60,32.1,CLEAN
413.5,-0.93,0.24,65.2,77.36,90.41,32.7,CLEAN
420.9,-0.66,-0.08,64.6,78.24,92.21,33.0,CLEAN
427.2,-0.27,0.16,64.1,79.47,93.60,33.2,CLEAN
433.9,-0.21,0.44,63.5,79.76,93.96,33.2,CLEAN
440.4,-0.08,0.34,63.0,80.06,93.20,34.1,CLEAN
447.9,0.21,0.20,62.3,79.22,94.11,34.1,CLEAN
454.5,0.01,0.47,61.8,78.21,96.69,34.1,CLEAN
461.2,0.36,0.82,61.2,79.05,97.86,34.9,CLEAN
467.6,0.39,0.44,60.7,80.40,97.79,35.5,CLEAN
474.0,0.63,0.77,60.2,81.88,99.72,35.7,CLEAN
481.1,0.81,0.79,59.6,82.49,99.70,35.7,CLEAN
487.7,0.67,0.48,59.0,83.01,101.10,35.7,CLEAN
493.6,1.04,0.28,58.5,84.24,103.14,35.7,CLEAN
501.1,1.41,0.35,57.9,85.65,105.01,36.0,CLEAN
510.8,1.73,0.60,57.1,86.84,106.38,36.6,CLEAN
520.1,1.47,0.95,56.3,88.14,109.40,37.1,CLEAN
527.0,0.90,1.01,55.8,90.00,111.67,38.2,CLEAN
533.0,0.47,0.95,55.3,91.68,113.41,38.8,CLEAN
540.2,0.08,0.89,54.7,93.28,114.95,38.8,CLEAN
547.5,-0.35,0.86,54.0,95.04,116.63,39.3,CLEAN
554.3,-0.98,0.84,53.4,97.57,119.12,39.6,CLEAN
561.4,-1.48,0.84,52.8,99.61,121.13,40.4,CLEAN
568.3,-1.83,0.92,52.3,101.41,121.86,40.7,CLEAN
575.1,-1.90,1.41,51.7,103.94,123.53,40.7,CLEAN
581.8,-1.46,1.64,51.2,106.32,124.48,41.6,CLEAN
589.5,-1.64,1.18,50.5,107.47,126.29,42.9,CLEAN
596.3,-1.21,1.29,49.9,108.63,128.35,44.0,CLEAN
604.1,-0.88,1.18,49.3,109.91,129.07,44.3,CLEAN
610.7,-0.55,0.98,48.8,111.31,131.08,44.9,CLEAN
617.3,0.27,1.01,48.2,113.43,133.57,46.0,CLEAN
623.8,1.12,1.10,47.7,115.77,135.06,46.0,CLEAN
631.5,1.29,1.66,47.0,117.64,136.16,47.4,CLEAN
638.6,1.40,1.21,46.4,118.33,136.63,48.5,CLEAN
645.6,1.74,1.10,45.8,118.47,138.17,48.8,CLEAN
652.4,1.32,1.02,45.3,119.17,139.22,49.0,CLEAN
659.1,1.60,1.08,44.8,119.61,141.49,49.0,CLEAN
665.8,1.73,1.41,44.2,120.58,143.40,49.0,CLEAN
672.2,1.56,1.72,43.7,121.63,145.37,49.3,CLEAN
678.8,1.14,1.76,43.1,122.28,146.78,50.1,CLEAN
686.2,0.87,1.31,42.5,124.13,148.21,50.7,CLEAN
693.2,0.23,1.62,41.9,125.96,149.35,52.1,CLEAN
699.2,-0.03,1.29,41.4,126.34,150.25,52.9,CLEAN
705.6,-0.36,1.59,40.8,128.04,151.46,53.7,CLEAN
712.2,-0.77,1.34,40.3,128.78,152.25,54.6,CLEAN
719.8,-1.28,1.08,39.7,131.29,154.05,55.4,CLEAN
728.2,-1.67,0.81,39.0,133.53,154.98,55.4,CLEAN
735.4,-1.86,1.20,38.3,135.55,156.47,55.7,AVOID
742.3,-1.72,1.70,37.8,136.34,157.52,56.0,CLEAN
749.2,-1.70,1.27,37.3,138.33,155.81,56.0,CLEAN
757.3,-1.91,1.34,36.5,137.84,154.59,56.0,CLEAN
765.2,-1.95,1.25,35.9,138.46,155.30,56.0,AVOID
771.3,-1.83,1.52,35.4,139.47,155.91,56.0,CLEAN
777.8,-1.49,1.68,34.8,139.64,156.44,56.2,CLEAN
784.8,-1.81,1.73,34.3,141.70,157.03,56.2,CLEAN
791.2,-1.93,2.10,33.8,144.38,157.65,56.2,AVOID
797.7,-1.48,2.00,33.2,145.69,159.16,56.2,AVOID
804.2,-0.84,1.94,32.7,147.23,161.04,57.1,AVOID
811.1,0.07,1.98,32.1,149.91,163.68,57.6,AVOID
818.2,0.49,1.92,31.5,151.57,165.43,58.2,AVOID
825.1,0.86,1.91,30.9,153.02,166.94,58.7,AVOID
832.0,1.23,1.90,30.3,154.49,168.44,58.7,AVOID
839.8,1.67,1.88,29.7,156.32,169.87,59.0,TRACK
847.2,1.95,1.69,29.1,158.27,170.89,59.6,AVOID
854.3,1.94,1.38,28.4,159.88,171.86,59.8,AVOID
861.0,1.95,0.80,27.9,161.40,174.59,60.4,AVOID
869.4,1.39,0.49,27.2,162.94,176.41,60.9,TRACK
877.7,1.59,0.11,26.5,164.07,178.71,61.2,TRACK
886.1,1.25,-0.28,25.8,165.58,179.57,61.2,TRACK
