time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,distance_m,behaviour,sonar_0,sonar_1,sonar_2,cam_score,clean_phase,wp_index
75.0,-0.21,-0.20,90.0,10.1500,10.0000,23.720,CLEAN,1.000,1.000,0.700,0.361,DRIVE_LANE,4
78.0,-0.31,0.00,89.6,10.8400,9.4300,24.129,CLEAN,1.000,1.000,1.000,0.338,DRIVE_LANE,4
80.0,-0.64,-0.08,89.3,10.8200,9.1800,24.420,CLEAN,1.000,1.000,1.000,0.338,DRIVE_LANE,4
82.0,-0.64,-0.08,88.9,11.4800,8.5200,24.842,CLEAN,0.900,0.900,0.900,0.349,DRIVE_LANE,5
85.0,-0.64,-0.08,88.6,12.0100,7.9900,25.181,CLEAN,0.900,0.900,0.900,0.355,DRIVE_LANE,5
87.0,-0.64,-0.08,88.3,10.9300,9.0700,25.872,CLEAN,0.600,0.600,1.000,0.282,DRIVE_LANE,5
90.0,-0.59,-0.18,88.0,11.7300,9.1500,26.706,CLEAN,0.500,1.000,1.000,0.410,DRIVE_LANE,5
93.0,-0.76,-0.27,87.6,12.6500,9.1400,27.703,CLEAN,1.000,1.000,1.000,0.349,DRIVE_LANE,5
95.0,-1.69,-0.25,87.2,11.5400,8.0300,28.414,CLEAN,0.700,0.500,0.400,0.265,DRIVE_LANE,5
98.0,-2.09,-0.22,86.9,10.9400,9.0800,29.136,AVOID,0.100,0.100,0.200,0.333,ADVANCE_LANE,6
100.0,-2.11,-0.25,86.6,11.3100,10.2400,30.079,AVOID,0.200,0.100,0.100,0.000,ADVANCE_LANE,6
103.0,-2.05,-0.05,86.3,11.2200,9.8700,31.005,AVOID,0.100,0.200,0.300,0.349,ADVANCE_LANE,6
105.0,-2.10,-0.06,85.9,11.0300,9.8800,32.084,AVOID,0.100,0.100,0.100,0.000,ADVANCE_LANE,6
108.0,-2.09,0.02,85.5,10.2100,10.3700,32.939,AVOID,0.100,0.100,0.100,0.000,ADVANCE_LANE,6
111.0,-1.92,0.30,85.1,9.2900,11.6700,34.251,CLEAN,0.300,0.500,1.000,0.382,DRIVE_LANE,6
114.0,-1.84,0.17,84.8,7.0100,12.5700,35.563,CLEAN,1.000,1.000,1.000,0.272,DRIVE_LANE,6
116.0,-1.98,0.09,84.4,5.2100,12.6100,36.688,AVOID,0.200,0.200,0.200,0.282,DRIVE_LANE,6
119.0,-2.09,0.12,84.0,5.3000,13.0700,37.683,AVOID,0.100,0.100,0.100,0.292,DRIVE_LANE,6
122.0,-2.10,0.06,83.7,5.6700,14.6700,38.496,AVOID,0.100,0.100,0.300,0.308,DRIVE_LANE,6
124.0,-2.06,0.10,83.4,5.6100,15.1900,39.466,AVOID,0.100,0.200,0.400,0.288,DRIVE_LANE,6
126.0,-2.09,0.12,83.1,6.3800,16.0000,40.111,AVOID,0.100,0.100,0.100,0.000,DRIVE_LANE,6
129.0,-1.86,0.23,82.8,5.7200,16.4900,40.972,AVOID,0.800,1.000,0.100,0.392,DRIVE_LANE,6
131.0,-2.18,0.14,82.5,5.3300,15.6900,41.691,AVOID,0.300,0.100,0.100,0.000,DRIVE_LANE,6
134.0,-2.09,0.09,82.1,5.7100,15.1800,42.315,AVOID,0.200,0.100,0.100,0.000,DRIVE_LANE,6
136.0,-1.75,0.39,81.8,5.8500,14.3900,43.080,CLEAN,1.000,1.000,0.700,0.250,DRIVE_LANE,6
139.0,-1.76,0.39,81.4,5.1800,15.0600,43.508,CLEAN,0.700,1.000,1.000,0.331,DRIVE_LANE,6
142.0,-1.76,0.39,81.0,4.5400,15.7000,43.918,CLEAN,1.000,0.700,0.500,0.308,DRIVE_LANE,6
145.0,-1.95,0.37,80.6,4.6700,15.6700,44.662,AVOID,0.800,0.300,0.200,0.463,DRIVE_LANE,6
186.0,0.00,0.00,75.1,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
231.0,0.00,0.00,69.1,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
251.0,0.00,0.00,66.4,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
291.0,0.00,0.00,61.7,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
312.0,0.00,0.00,58.4,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
342.0,0.00,0.00,55.1,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
372.0,0.00,0.00,50.4,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
372.0,0.00,0.00,50.3,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
393.0,0.00,0.00,47.6,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
438.0,0.00,0.00,41.6,5.0000,17.0000,45.486,CLEAN,1.000,1.000,1.000,0.000,ADVANCE_LANE,7
478.0,0.00,0.00,36.2,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
478.0,0.00,0.00,36.2,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
493.0,0.00,0.00,34.2,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
513.0,0.00,0.00,31.5,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
543.0,0.00,0.00,27.5,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
543.0,0.00,0.00,27.5,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
563.0,0.00,0.00,24.8,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
563.0,0.00,0.00,24.8,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
588.0,0.00,0.00,21.5,5.0000,17.0000,45.486,WANDER,1.000,1.000,1.000,0.000,WAITING_GPS,7
627.0,0.00,0.00,16.4,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
678.0,0.00,0.00,9.6,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
681.0,0.00,0.00,9.1,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
684.0,0.00,0.00,8.8,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
687.0,0.00,0.00,8.3,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
696.0,0.00,0.00,7.2,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
699.0,0.00,0.00,6.7,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
701.0,0.00,0.00,6.5,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
702.0,0.00,0.00,6.3,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
708.0,0.00,0.00,5.6,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
721.0,0.00,0.00,3.8,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
735.0,0.00,0.00,1.9,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
744.0,0.00,0.00,0.8,5.0000,17.0000,45.486,TRACK,1.000,1.000,1.000,0.000,WAITING_GPS,7
