time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,coverage_pct,behavior
239.3,0.84,0.02,80.0,9.08,22.60,27.4,CLEAN
247.1,1.37,0.00,80.0,10.87,24.34,28.5,CLEAN
254.7,1.36,0.21,80.0,10.85,25.67,28.8,CLEAN
262.6,1.22,0.15,80.0,10.23,26.01,28.8,CLEAN
270.1,1.11,0.00,80.0,11.00,25.38,29.4,CLEAN
277.3,0.50,0.48,80.0,11.30,25.73,30.2,CLEAN
284.8,-0.25,0.68,80.0,11.58,26.90,31.6,CLEAN
291.5,-0.09,0.38,80.0,13.45,26.35,31.9,CLEAN
297.5,-0.49,0.41,80.0,15.17,28.06,32.4,CLEAN
305.2,-1.40,0.45,80.0,16.41,27.51,33.5,CLEAN
313.5,-0.97,0.88,80.0,18.44,26.56,34.6,CLEAN
322.1,0.37,0.85,80.0,16.66,25.07,36.6,CLEAN
330.4,1.35,1.24,80.0,15.60,23.15,38.8,CLEAN
338.9,1.10,1.23,80.0,13.72,24.93,39.3,CLEAN
346.0,0.24,1.26,80.0,15.47,26.46,40.4,CLEAN
353.7,-0.14,1.19,80.0,15.61,26.86,41.6,CLEAN
361.5,-0.75,1.28,80.0,15.06,28.58,42.9,CLEAN
369.2,-1.26,1.01,80.0,16.26,28.70,44.3,CLEAN
376.4,-1.35,1.20,80.0,18.06,28.88,44.6,CLEAN
383.8,-1.39,1.36,80.0,21.35,28.40,45.4,CLEAN
391.6,-0.59,1.20,80.0,20.83,30.74,45.7,CLEAN
399.6,-0.41,1.17,80.0,20.86,32.84,45.7,CLEAN
407.5,0.35,1.49,80.0,21.40,33.16,46.8,CLEAN
415.4,0.39,1.44,80.0,19.57,32.85,47.4,CLEAN
423.7,1.45,1.36,80.0,17.77,35.04,48.8,CLEAN
432.3,0.85,1.04,80.0,16.19,36.46,49.3,CLEAN
441.4,0.40,0.81,80.0,13.63,37.12,49.9,CLEAN
449.4,-0.11,0.82,80.0,12.69,38.48,50.4,CLEAN
456.4,-0.52,0.17,80.0,12.92,38.63,50.7,CLEAN
464.8,-0.48,-0.54,80.0,14.77,37.39,51.0,CLEAN
472.4,-0.94,-1.46,60.0,14.12,37.89,51.5,CLEAN
480.4,-0.49,-1.51,60.0,14.38,39.67,52.4,CLEAN
488.2,0.53,-1.09,60.0,16.48,38.76,53.5,CLEAN
496.1,1.08,-1.37,60.0,18.64,40.32,54.3,CLEAN
505.4,1.18,-1.54,60.0,18.94,39.15,54.6,CLEAN
514.3,1.31,-0.81,60.0,15.32,41.72,55.1,CLEAN
523.1,0.70,-1.05,60.0,15.45,41.09,55.4,CLEAN
531.0,0.48,-1.39,60.0,16.54,41.14,55.4,CLEAN
539.4,0.43,-1.16,60.0,15.99,40.89,55.4,CLEAN
546.6,-0.53,-1.12,60.0,17.56,43.22,56.0,CLEAN
554.2,-0.83,-0.99,60.0,17.35,43.88,56.2,CLEAN
562.7,-1.21,-0.81,60.0,16.43,41.90,56.2,CLEAN
570.7,-1.50,-0.91,60.0,19.25,41.07,56.2,CLEAN
578.0,-0.75,-1.03,60.0,19.58,40.92,56.2,CLEAN
585.4,-0.57,-0.80,60.0,20.13,41.76,56.2,CLEAN
593.9,0.18,-0.97,60.0,20.17,42.24,56.8,CLEAN
603.0,1.44,-0.74,60.0,17.74,40.85,56.8,CLEAN
610.9,1.45,-0.52,60.0,18.23,39.51,56.8,CLEAN
618.8,1.08,-0.46,60.0,17.54,40.18,56.8,CLEAN
627.0,0.67,-0.32,60.0,18.19,41.78,57.1,CLEAN
635.0,0.16,-0.43,60.0,17.45,40.79,57.1,CLEAN
642.3,-0.53,-0.41,60.0,19.78,41.71,57.1,CLEAN
651.1,-1.34,-0.67,60.0,19.53,40.37,57.3,CLEAN
660.3,-1.50,-0.44,60.0,19.42,38.68,58.2,CLEAN
669.2,-0.62,0.26,60.0,18.73,36.06,59.3,CLEAN
677.9,-0.01,0.12,60.0,19.45,34.87,59.8,CLEAN
687.0,0.64,0.08,60.0,19.52,33.02,60.4,CLEAN
696.2,1.02,0.21,60.0,20.07,31.83,60.4,CLEAN
704.7,1.35,0.15,60.0,17.48,32.35,60.4,CLEAN
713.7,1.14,0.43,40.0,16.04,32.95,60.9,CLEAN
722.7,0.66,0.62,40.0,14.21,33.47,61.5,CLEAN
732.3,0.17,0.29,40.0,13.93,32.65,61.5,CLEAN
741.1,-1.53,0.46,40.0,13.60,30.73,62.0,CLEAN
750.4,-1.12,0.86,40.0,15.48,28.47,62.6,CLEAN
759.5,-0.07,1.15,40.0,15.53,26.39,63.7,CLEAN
768.1,-0.04,0.83,40.0,13.16,25.99,63.7,CLEAN
776.6,1.47,0.86,40.0,9.63,24.97,63.7,CLEAN
785.8,1.38,1.30,40.0,9.60,25.92,63.7,CLEAN
794.9,0.68,1.42,40.0,8.57,26.54,64.3,CLEAN
804.1,0.09,1.08,40.0,9.66,25.63,64.3,CLEAN
813.1,-0.58,1.06,40.0,7.51,23.77,64.3,CLEAN
822.5,-0.89,1.09,40.0,6.38,21.98,64.3,CLEAN
832.0,-1.76,1.19,40.0,7.45,18.90,64.5,CLEAN
841.0,-0.63,1.42,40.0,9.05,19.67,64.8,CLEAN
849.3,0.20,1.76,40.0,10.29,20.14,65.9,CLEAN
857.1,0.61,1.75,40.0,11.11,20.40,66.2,CLEAN
864.5,1.28,1.84,40.0,13.41,19.20,66.5,CLEAN
872.9,1.28,1.78,40.0,13.83,19.37,67.0,CLEAN
880.8,0.88,1.05,40.0,15.42,20.59,67.6,CLEAN
888.9,0.69,0.46,40.0,17.28,20.06,67.6,CLEAN
896.4,0.16,0.14,40.0,18.51,23.12,67.6,CLEAN
904.1,-0.71,-0.40,40.0,18.27,23.66,67.9,CLEAN
912.1,-1.45,-1.42,40.0,16.46,23.80,68.1,CLEAN
920.4,0.21,-1.53,40.0,13.54,21.37,68.1,CLEAN
928.7,1.44,-1.17,40.0,12.25,20.56,68.1,CLEAN
936.2,1.30,-1.53,40.0,12.45,19.84,68.7,CLEAN
944.9,1.19,-1.64,40.0,13.29,17.77,68.7,CLEAN
953.5,0.72,-0.91,20.0,10.75,20.15,68.7,TRACK
961.1,0.99,-0.98,20.0,10.01,21.03,68.7,TRACK
