time_sec,tick,event_type,detail
10.00,0,AUTO_MODE,ENABLED
10.00,0,CLEAN_START,pos=(1.78,-0.78) totalWP=22
10.00,0,BEHAVIOUR_CHANGE,INIT->CLEAN gps=(1.78,-0.78) batt=99%
13.00,61,STUCK_ESCAPE,wp=0 moved=0.051m pos=(1.73,-0.77) dir=1
14.00,86,BACKUP_DONE,wp=0 pos=(1.74,-0.74)
16.00,118,WP_SKIPPED,wp=0 pos=(1.79,-0.71) dist=3.81m timeout=6s totalSkipped=1
21.00,231,AUTO_MODE,DISABLED
26.00,231,AUTO_MODE,ENABLED
26.00,231,WP_SKIPPED,wp=1 pos=(1.91,-1.38) dist=0.47m timeout=6s totalSkipped=2
26.00,232,WP_REACHED,wp=2 pos=(1.91,-1.38) err=0.134m
29.00,314,AUTO_MODE,DISABLED
34.00,314,AUTO_MODE,ENABLED
34.00,314,WP_SKIPPED,wp=3 pos=(0.60,-1.36) dist=2.45m timeout=6s totalSkipped=3
40.00,436,WP_SKIPPED,wp=4 pos=(-0.51,-1.25) dist=1.34m timeout=6s totalSkipped=4
44.00,497,STUCK_ESCAPE,wp=5 moved=0.060m pos=(-0.57,-1.25) dir=-1
45.00,527,BACKUP_DONE,wp=5 pos=(-0.59,-1.22)
47.00,565,WP_SKIPPED,wp=5 pos=(-0.62,-1.23) dist=2.47m timeout=6s totalSkipped=5
53.00,678,WP_SKIPPED,wp=6 pos=(-0.61,-1.10) dist=2.48m timeout=6s totalSkipped=6
59.00,810,WP_SKIPPED,wp=7 pos=(-0.62,-0.99) dist=1.24m timeout=6s totalSkipped=7
65.00,930,WP_SKIPPED,wp=8 pos=(-1.46,-0.64) dist=0.43m timeout=6s totalSkipped=8
68.00,992,STUCK_ESCAPE,wp=9 moved=0.067m pos=(-1.52,-0.61) dir=1
69.00,1022,BACKUP_DONE,wp=9 pos=(-1.51,-0.63)
71.00,1057,WP_SKIPPED,wp=9 pos=(-1.52,-0.66) dist=3.38m timeout=6s totalSkipped=9
77.00,1183,WP_SKIPPED,wp=10 pos=(-1.26,-0.49) dist=3.13m timeout=6s totalSkipped=10
80.00,1240,STUCK_ESCAPE,wp=11 moved=0.076m pos=(-1.23,-0.42) dir=-1
81.00,1261,BACKUP_DONE,wp=11 pos=(-1.21,-0.43)
83.00,1291,WP_SKIPPED,wp=11 pos=(-1.16,-0.49) dist=0.79m timeout=6s totalSkipped=11
85.00,1332,AUTO_MODE,DISABLED
87.00,1332,AUTO_MODE,ENABLED
88.00,1350,AUTO_MODE,DISABLED
88.00,1350,AUTO_MODE,ENABLED
89.00,1353,WP_SKIPPED,wp=12 pos=(-1.44,-1.15) dist=1.46m timeout=6s totalSkipped=12
89.00,1361,AUTO_MODE,DISABLED
90.00,1361,AUTO_MODE,ENABLED
90.00,1361,LANE_SKIP_OBSTACLE,lane=6 wp=13->14 pos=(-1.56,-1.24)
90.00,1361,BEHAVIOUR_CHANGE,CLEAN->AVOID gps=(-1.56,-1.24) batt=88%
90.00,1362,LANE_SKIP_OBSTACLE,lane=7 wp=14->16 pos=(-1.56,-1.24)
90.00,1363,LANE_SKIP_OBSTACLE,lane=8 wp=16->18 pos=(-1.56,-1.24)
91.00,1364,LANE_SKIP_OBSTACLE,lane=9 wp=18->20 pos=(-1.56,-1.24)
