time_sec,gps_x,gps_y,battery_pct,left_enc,right_enc,distance_m,behaviour,sonar_0,sonar_1,sonar_2,cam_score,clean_phase,wp_index
610.0,2.06,-0.16,18.7,285.3400,281.5300,219.464,AVOID,0.100,0.100,0.100,0.335,WAITING_GPS,0
613.0,2.05,-0.10,18.4,285.1000,281.1600,219.972,AVOID,0.100,0.100,0.100,0.305,WAITING_GPS,0
615.0,2.05,-0.05,18.0,284.6000,280.9400,220.685,AVOID,0.100,0.100,0.200,0.324,WAITING_GPS,0
617.0,2.08,-0.06,17.7,284.9800,281.0000,221.158,AVOID,0.100,0.100,0.100,0.340,WAITING_GPS,0
620.0,2.02,0.02,17.3,284.7000,280.5700,221.597,AVOID,0.200,0.200,0.200,0.437,WAITING_GPS,0
622.0,2.03,-0.05,17.1,284.4300,281.3400,222.242,AVOID,0.200,0.200,0.200,0.000,WAITING_GPS,0
625.0,2.03,-0.02,16.7,284.8100,281.1400,222.825,AVOID,0.100,0.100,0.200,0.325,WAITING_GPS,0
627.0,2.05,-0.07,16.4,285.0800,281.2000,223.340,AVOID,0.100,0.100,0.200,0.307,WAITING_GPS,0
630.0,2.05,-0.08,16.0,284.7600,281.0400,223.884,AVOID,0.100,0.200,0.200,0.301,WAITING_GPS,0
632.0,2.03,-0.03,15.7,284.5300,281.1400,224.307,AVOID,0.100,0.100,0.200,0.321,WAITING_GPS,0
635.0,2.02,-0.01,15.3,284.3500,281.1200,224.753,AVOID,0.200,0.200,0.200,0.106,WAITING_GPS,0
638.0,2.07,-0.04,14.9,284.3900,281.2800,225.146,AVOID,0.100,0.100,0.100,0.249,WAITING_GPS,0
640.0,2.05,-0.05,14.7,284.6000,281.2000,225.545,AVOID,0.100,0.100,0.200,0.282,WAITING_GPS,0
642.0,2.05,-0.01,14.4,284.6500,280.9700,226.242,AVOID,0.100,0.100,0.200,0.345,WAITING_GPS,0
645.0,2.10,-0.05,14.0,284.7900,281.0800,226.869,AVOID,0.100,0.100,0.100,0.348,WAITING_GPS,0
648.0,2.02,0.08,13.6,284.1500,280.4400,227.542,AVOID,0.200,0.200,0.200,0.349,WAITING_GPS,0
650.0,2.04,0.03,13.3,284.2300,281.1200,228.052,AVOID,0.100,0.100,0.100,0.156,WAITING_GPS,0
653.0,2.07,0.01,12.9,284.3800,281.1900,228.683,AVOID,0.100,0.100,0.200,0.297,WAITING_GPS,0
655.0,2.08,0.04,12.7,284.2200,280.9600,229.237,AVOID,0.100,0.100,0.100,0.198,WAITING_GPS,0
658.0,2.07,-0.01,12.3,284.3000,281.1600,229.810,AVOID,0.100,0.100,0.200,0.369,WAITING_GPS,0
661.0,2.05,0.04,11.9,284.2700,280.8700,230.488,AVOID,0.200,0.100,0.200,0.047,WAITING_GPS,0
664.0,2.03,-0.10,11.5,285.3000,281.2500,231.111,TRACK,0.200,0.300,0.600,0.344,WAITING_GPS,0
666.0,1.95,-0.36,11.2,286.6400,282.1000,231.837,TRACK,0.300,0.700,1.000,0.368,WAITING_GPS,0
